id_pedido,data_pedido,categoria,regiao,preco_venda,custo_produto,frete,dias_entrega,data_entrega,margem_lucro,mes_pedido
17,2023-01-20,Vestuário,Sudeste,1881.428174872417,1133.6274729630018,222.1836648853994,11,2023-01-31,525.6170370240159,2023-01-01
18,2023-10-24,Vestuário,Sul,595.6652113352902,316.75512301870293,52.550836217561496,12,2023-11-05,226.3592520990258,2023-10-01
19,2023-03-30,Esportes,Sudeste,1672.10096612107,1130.710383700565,234.22990896603088,14,2023-04-13,307.16067345447425,2023-03-01
20,2023-10-10,Móveis,Sudeste,162.60251685744151,103.52697983684797,22.651710221935794,14,2023-10-24,36.42382679865775,2023-10-01
21,2023-04-19,Móveis,Centro-Oeste,1283.3413377404213,526.8368213172365,169.45530582853843,7,2023-04-26,587.0492105946464,2023-04-01
22,2023-01-05,Vestuário,Sudeste,1498.4871079446748,1040.7372945619354,183.54331156843975,3,2023-01-08,274.2065018142996,2023-01-01
23,2023-07-31,Eletrônicos,Norte,577.6999138644896,254.49980483852636,56.825963195250274,8,2023-08-08,266.374145830713,2023-07-01
24,2023-12-14,Beleza,Sul,1954.8647910589352,859.2742854334614,131.0205795145337,6,2023-12-20,964.5699261109401,2023-12-01
25,2023-12-26,Esportes,Sudeste,1296.973488375079,710.3602622767303,77.6460084576973,3,2023-12-29,508.9672176406513,2023-12-01
26,2023-09-16,Móveis,Sudeste,120.8682005526498,75.55668902342413,10.540303294865774,8,2023-09-24,34.7712082343599,2023-09-01
27,2023-11-10,Eletrônicos,Sul,1134.7185956314206,644.2965114831653,109.88592704839186,6,2023-11-16,380.53615709986343,2023-11-01
28,2023-10-25,Vestuário,Sul,1489.7307058796287,1022.8123268626609,215.93600784550327,9,2023-11-03,250.98237117146445,2023-10-01
29,2023-01-24,Esportes,Sudeste,114.6567172370851,56.08594271839381,14.565050145718736,4,2023-01-28,44.00572437297256,2023-01-01
30,2023-06-07,Esportes,Sul,214.2380215227604,92.97641962231243,17.26455622568681,15,2023-06-22,103.99704567476115,2023-06-01
31,2023-10-26,Beleza,Norte,170.22649558493868,113.26078802798526,23.8173515003645,10,2023-11-05,33.14835605658892,2023-10-01
32,2023-11-10,Esportes,Sudeste,737.6898777554743,487.078071797692,79.87918761614189,15,2023-11-25,170.73261834164038,2023-11-01
33,2023-05-16,Eletrônicos,Nordeste,120.93327883630991,49.11872862653489,15.08058815051858,7,2023-05-23,56.73396205925644,2023-05-01
34,2023-10-19,Beleza,Nordeste,920.2248036977835,368.4367858589173,134.85415745635316,2,2023-10-21,416.933860382513,2023-10-01
35,2023-11-20,Vestuário,Sudeste,1846.7194982804358,824.6805971539663,104.13985386113623,12,2023-12-02,917.8990472653333,2023-11-01
36,2023-05-26,Vestuário,Sudeste,1225.357554515358,749.0364279530064,139.57430375995185,9,2023-06-04,336.74682280239983,2023-05-01
37,2023-04-19,Eletrônicos,Sudeste,1477.0561896031722,1009.8488228021832,155.1237411598418,2,2023-04-21,312.0836256411472,2023-04-01
38,2023-12-14,Vestuário,Sul,733.7232451769523,435.19254898573513,77.60294578698877,6,2023-12-20,220.92775040422845,2023-12-01
39,2023-07-16,Móveis,Sudeste,68.28169339569286,43.98496375226699,4.2945576551201325,2,2023-07-18,20.00217198830573,2023-07-01
40,2023-01-04,Móveis,Sudeste,1514.6346188266762,698.1271626831076,97.58355664942991,13,2023-01-17,718.9238994941386,2023-01-01
41,2023-08-14,Esportes,Sul,1375.5346573190764,576.848750677989,112.31648620998361,15,2023-08-29,686.3694204311038,2023-08-01
42,2023-12-21,Móveis,Sul,703.7990632699803,298.2079137739278,83.41645792814923,15,2024-01-05,322.1746915679032,2023-12-01
43,2023-08-03,Móveis,Nordeste,1074.62355743628,686.1136701607442,68.34595511191974,11,2023-08-14,320.16393216361604,2023-08-01
44,2023-09-02,Beleza,Centro-Oeste,1177.6017362833954,822.0824053204226,164.26210447700538,13,2023-09-15,191.25722648596746,2023-09-01
45,2023-04-24,Vestuário,Sudeste,827.8059861273505,490.7202743312726,120.53931867196549,5,2023-04-29,216.5463931241124,2023-04-01
46,2023-09-19,Eletrônicos,Nordeste,1681.51215093676,957.5229981577013,180.0008682834246,2,2023-09-21,543.9882844956342,2023-09-01
47,2023-05-10,Beleza,Sudeste,495.1466935919598,211.6664070735772,45.89843215739146,8,2023-05-18,237.58185436099112,2023-05-01
48,2023-01-03,Eletrônicos,Sudeste,1678.3101421082392,771.7294728434413,151.96158364477424,2,2023-01-05,754.6190856200237,2023-01-01
49,2023-09-15,Móveis,Centro-Oeste,249.32125215418637,147.6294414448739,36.61676511974563,8,2023-09-23,65.07504558956686,2023-09-01
50,2023-12-24,Eletrônicos,Centro-Oeste,1176.8632009625435,817.9809189472458,89.10375029385551,10,2024-01-03,269.7785317214422,2023-12-01
51,2023-07-05,Móveis,Sudeste,1621.3665158720687,1044.5183411598007,87.67541083092048,3,2023-07-08,489.1727638813475,2023-07-01
52,2023-05-18,Móveis,Norte,1580.8635510853492,1042.3133769233132,147.38675238029714,4,2023-05-22,391.16342178173886,2023-05-01
53,2023-02-09,Eletrônicos,Centro-Oeste,599.8839856008999,268.71996176989035,42.99244162746184,7,2023-02-16,288.1715822035477,2023-02-01
54,2023-01-05,Esportes,Sul,1753.7757180980407,963.5171541887722,237.25909165416323,4,2023-01-09,552.9994722551053,2023-01-01
55,2023-02-02,Vestuário,Sul,922.4035101127811,562.2106223620588,118.69229391993464,13,2023-02-15,241.5005938307877,2023-02-01
56,2023-04-13,Beleza,Centro-Oeste,716.8903860263526,457.84176056571704,75.48536649082617,4,2023-04-17,183.56325896980945,2023-04-01
57,2023-08-16,Esportes,Centro-Oeste,1456.6138252732344,629.9616634878033,116.13137722351907,8,2023-08-24,710.520784561912,2023-08-01
58,2023-04-19,Eletrônicos,Nordeste,336.0610230942257,190.99730414777946,47.17354063577148,14,2023-05-03,97.89017831067474,2023-04-01
59,2023-11-25,Eletrônicos,Centro-Oeste,1422.1665814286098,868.3106372219881,209.97898091756045,8,2023-12-03,343.8769632890612,2023-11-01
60,2023-06-06,Eletrônicos,Sul,404.9006965244189,202.78398545081018,53.53121283072973,7,2023-06-13,148.585498242879,2023-06-01
61,2023-03-17,Eletrônicos,Centro-Oeste,726.6663116985001,326.1554807756722,55.02789399271913,15,2023-04-01,345.48293693010874,2023-03-01
62,2023-09-22,Beleza,Norte,924.6761427726597,467.739636644187,77.3553485391174,8,2023-09-30,379.58115758935526,2023-09-01
63,2023-02-04,Vestuário,Centro-Oeste,624.0573984687217,315.81417980047576,32.17042813010168,14,2023-02-18,276.0727905381442,2023-02-01
64,2023-08-09,Esportes,Sudeste,1829.3925235280767,972.136186352683,140.2322140685923,15,2023-08-24,717.0241231068014,2023-08-01
65,2023-01-16,Eletrônicos,Nordeste,1224.5948312920518,544.4917940004468,117.96988533448022,9,2023-01-25,562.1331519571248,2023-01-01
66,2023-12-23,Beleza,Sul,867.3980456311256,391.70341711467853,95.5323923439425,7,2023-12-30,380.16223617250455,2023-12-01
67,2023-08-08,Eletrônicos,Sul,282.7183578396216,177.31875271052718,23.904861000068504,6,2023-08-14,81.49474412902592,2023-08-01
68,2023-09-05,Vestuário,Centro-Oeste,503.57330206315964,275.33065525951434,58.79738050549653,4,2023-09-09,169.44526629814877,2023-09-01
69,2023-11-21,Esportes,Sudeste,1259.4882653211243,671.0199700346221,119.02049196154674,5,2023-11-26,469.4478033249555,2023-11-01
70,2023-04-28,Vestuário,Nordeste,1389.1807536245324,968.6387343237059,87.33875942807454,5,2023-05-03,333.20325987275197,2023-04-01
71,2023-05-10,Esportes,Sudeste,1159.283653658349,704.0153844403827,81.66790542121409,10,2023-05-20,373.6003637967523,2023-05-01
72,2023-03-23,Vestuário,Nordeste,740.6753091723658,308.22485438984745,51.1859651987008,12,2023-04-04,381.2644895838176,2023-03-01
73,2023-11-21,Esportes,Sudeste,1217.913160577882,754.4339957039825,90.91274046021098,13,2023-12-04,372.56642441368854,2023-11-01
74,2023-04-20,Beleza,Norte,1939.4478474510834,1102.1606907920868,199.82231807283648,8,2023-04-28,637.4648385861601,2023-04-01
75,2023-12-26,Beleza,Sul,811.5438924636692,445.90807168591357,57.94196992689562,4,2023-12-30,307.69385085086,2023-12-01
76,2023-10-23,Beleza,Sul,1712.9882944980636,1117.4128246520331,90.07732492226774,4,2023-10-27,505.49814492376277,2023-10-01
77,2023-05-29,Vestuário,Sudeste,132.46072509791702,71.40869407988411,11.153225756236306,9,2023-06-07,49.898805261796596,2023-05-01
78,2023-02-26,Móveis,Nordeste,878.2085847109556,403.6889522934163,78.52372733090746,12,2023-03-10,395.99590508663186,2023-02-01
79,2023-04-10,Móveis,Nordeste,93.66156569449231,55.880553742797346,5.857087694102251,8,2023-04-18,31.923924257592713,2023-04-01
80,2023-10-25,Móveis,Nordeste,112.53913777181879,78.34858606096094,14.904862912842033,2,2023-10-27,19.285688798015812,2023-10-01
81,2023-04-01,Esportes,Sudeste,241.51292914757505,148.91950809209317,33.03263284479151,15,2023-04-16,59.560788210690376,2023-04-01
82,2023-09-26,Móveis,Sudeste,1888.4552274947055,769.2807863849399,129.16520499202412,11,2023-10-07,990.0092361177416,2023-09-01
83,2023-06-30,Vestuário,Nordeste,1303.3763582701795,714.224289645043,89.87781356335383,3,2023-07-03,499.2742550617827,2023-06-01
84,2023-02-23,Móveis,Nordeste,336.43891508691013,149.93073681226883,26.65121102853864,9,2023-03-04,159.85696724610267,2023-02-01
85,2023-12-05,Beleza,Centro-Oeste,907.0509605808184,543.0379415437724,126.95160688522922,10,2023-12-15,237.06141215181674,2023-12-01
86,2023-10-15,Esportes,Centro-Oeste,840.1885763276368,342.9655218926534,117.74758822968481,11,2023-10-26,379.47546620529863,2023-10-01
87,2023-07-27,Beleza,Sudeste,501.3191012432799,319.09293060880344,28.72231222697396,6,2023-08-02,153.50385840750246,2023-07-01
88,2023-09-03,Móveis,Sudeste,1390.5108785023913,566.0864287770938,116.66882522189366,7,2023-09-10,707.7556245034039,2023-09-01
89,2023-03-01,Eletrônicos,Centro-Oeste,473.37520958390087,296.1029048776231,61.546826726951785,5,2023-03-06,115.725477979326,2023-03-01
90,2023-10-12,Vestuário,Sudeste,1670.5275829066522,778.2938490733225,122.34496208983718,15,2023-10-27,769.8887717434926,2023-10-01
91,2023-12-03,Beleza,Sudeste,1433.2860995666124,962.3850657715886,110.81922071080558,7,2023-12-10,360.0818130842182,2023-12-01
92,2023-04-18,Móveis,Sul,1070.2442731126212,447.3058964719512,65.18984570978976,5,2023-04-23,557.7485309308802,2023-04-01
93,2023-12-07,Móveis,Sul,154.53402554849163,63.17186518441131,16.262107968150602,10,2023-12-17,75.10005239592972,2023-12-01
94,2023-05-06,Vestuário,Sul,1267.8839382482693,568.0704906554348,157.76784635271747,12,2023-05-18,542.045601240117,2023-05-01
95,2023-04-22,Eletrônicos,Norte,1557.0050953538157,919.3731976020914,198.93835658034877,4,2023-04-26,438.6935411713755,2023-04-01
96,2023-03-13,Esportes,Sudeste,796.0643890197389,554.5330829472373,68.66538158029778,4,2023-03-17,172.86592449220382,2023-03-01
97,2023-10-12,Eletrônicos,Nordeste,1363.1123258615844,774.8594790833401,92.62837729116478,2,2023-10-14,495.62446948707947,2023-10-01
98,2023-01-01,Vestuário,Sudeste,106.31138738244772,55.35708984476405,11.864581965399216,8,2023-01-09,39.089715572284454,2023-01-01
99,2023-05-21,Móveis,Centro-Oeste,424.65958314714953,198.10880270581265,46.45031099871833,11,2023-06-01,180.10046944261856,2023-05-01
100,2023-07-25,Móveis,Nordeste,1479.9022723687813,1000.0882553226942,129.13907525039633,13,2023-08-07,350.67494179569076,2023-07-01
101,2023-11-07,Móveis,Sudeste,949.0791452582926,443.90818189488874,93.21642548114991,6,2023-11-13,411.95453788225393,2023-11-01
102,2023-10-26,Vestuário,Sudeste,924.624483496882,380.1529026876641,93.68678412335099,11,2023-11-06,450.7847966858669,2023-10-01
103,2023-02-11,Esportes,Nordeste,1637.4915750231594,998.8476840945208,103.43477757246684,13,2023-02-24,535.2091133561718,2023-02-01
104,2023-02-11,Móveis,Nordeste,1823.8950316794217,921.7375777257995,221.12092632657934,9,2023-02-20,681.0365276270428,2023-02-01
105,2023-09-05,Beleza,Centro-Oeste,1827.6954217464663,929.0918811278455,222.60062421382096,4,2023-09-09,676.0029164047999,2023-09-01
106,2023-12-19,Móveis,Nordeste,1836.8140017264523,886.6103019411781,110.59229188376426,7,2023-12-26,839.6114079015099,2023-12-01
107,2023-09-08,Eletrônicos,Sudeste,1866.9172158814035,969.3010477290808,95.3387691507717,13,2023-09-21,802.2773990015511,2023-09-01
108,2023-06-06,Móveis,Centro-Oeste,1102.1198786911555,768.1912515759975,63.092376944256806,9,2023-06-15,270.83625017090117,2023-06-01
109,2023-01-25,Vestuário,Centro-Oeste,1307.1772223338485,795.0234608237453,188.06453010723374,9,2023-02-03,324.0892314028695,2023-01-01
110,2023-07-10,Beleza,Sul,168.36083215894178,83.82442916343345,14.065326108513585,11,2023-07-21,70.47107688699474,2023-07-01
111,2023-02-01,Eletrônicos,Sudeste,859.4235813594423,568.9873885817983,118.96264914840897,5,2023-02-06,171.47354362923505,2023-02-01
112,2023-12-03,Vestuário,Sudeste,1058.393750025425,652.1560132752775,79.22168012181253,8,2023-12-11,327.0160566283351,2023-12-01
113,2023-08-26,Vestuário,Sudeste,1367.4653810099699,949.2770950199432,125.81839280280204,14,2023-09-09,292.36989318722465,2023-08-01
114,2023-01-14,Móveis,Nordeste,756.7264475510456,479.9057895767603,103.43756619639657,10,2023-01-24,173.3830917778887,2023-01-01
115,2023-04-21,Móveis,Norte,826.4131356962025,523.7749611577351,68.82137350360114,6,2023-04-27,233.81680103486627,2023-04-01
116,2023-09-19,Esportes,Sul,527.605376765132,305.01155089569363,52.38221174267542,3,2023-09-22,170.2116141267629,2023-09-01
117,2023-10-26,Vestuário,Nordeste,358.0002083792351,248.16834300072364,40.65754841942518,15,2023-11-10,69.1743169590863,2023-10-01
118,2023-07-27,Vestuário,Norte,1084.9461973528378,525.8244409573219,60.1066771016012,10,2023-08-06,499.01507929391465,2023-07-01
119,2023-09-03,Móveis,Sul,1611.3755065132864,1078.7737192784598,131.11829226504332,4,2023-09-07,401.48349496978324,2023-09-01
120,2023-08-30,Beleza,Nordeste,913.3711525704712,574.8007679165602,52.77094089919843,11,2023-09-10,285.79944375471257,2023-08-01
121,2023-10-14,Vestuário,Centro-Oeste,1524.9125627684407,898.4613395265096,140.68487564359486,10,2023-10-24,485.7663475983362,2023-10-01
122,2023-12-16,Vestuário,Sudeste,1294.2952326498926,828.166655399327,113.65667112216396,8,2023-12-24,352.47190612840154,2023-12-01
123,2023-08-12,Móveis,Sul,1797.8751981048845,1042.9187940905024,196.12578292269782,10,2023-08-22,558.8306210916843,2023-08-01
124,2023-09-19,Esportes,Sul,796.921556070447,369.27381665201204,118.21561482620224,6,2023-09-25,309.4321245922327,2023-09-01
125,2023-08-02,Esportes,Nordeste,1906.7879808600992,1319.4514269599924,183.48924001484733,3,2023-08-05,403.84731388525944,2023-08-01
126,2023-10-21,Esportes,Sudeste,1435.7952056918293,827.579670281048,131.32027543351768,14,2023-11-04,476.8952599772636,2023-10-01
127,2023-04-05,Móveis,Sudeste,1862.4672452220693,831.8971622016564,271.2470312772594,11,2023-04-16,759.3230517431534,2023-04-01
128,2023-01-06,Eletrônicos,Sudeste,780.7185862213373,355.9885492426149,54.641603869647916,10,2023-01-16,370.0884331090745,2023-01-01
129,2023-12-06,Móveis,Sudeste,1580.8206816320308,881.635626588374,137.299030491536,6,2023-12-12,561.8860245521208,2023-12-01
130,2023-09-09,Vestuário,Nordeste,477.2632654174231,291.11359760711247,45.00006042281079,4,2023-09-13,141.14960738749983,2023-09-01
131,2023-09-28,Móveis,Nordeste,996.6471405117773,570.9618040837166,68.83827822337956,2,2023-09-30,356.84705820468105,2023-09-01
132,2023-02-03,Beleza,Sudeste,1378.3951760968193,697.5193264671566,96.15759237912417,12,2023-02-15,584.7182572505386,2023-02-01
133,2023-07-07,Móveis,Sudeste,954.085805430077,384.39389394147054,59.983440874194564,12,2023-07-19,509.7084706144119,2023-07-01
134,2023-09-11,Móveis,Norte,1881.3293456682004,818.1194638931266,242.27294839378868,15,2023-09-26,820.9369333812851,2023-09-01
135,2023-09-25,Esportes,Sudeste,712.7143690711819,362.5949137163058,55.99724638908473,12,2023-10-07,294.1222089657913,2023-09-01
136,2023-05-08,Beleza,Sudeste,50.74601983651519,31.390486448664944,3.7901989513632293,8,2023-05-16,15.565334436487014,2023-05-01
137,2023-02-10,Móveis,Sul,473.89734546886757,279.9146709603516,31.510991685682797,10,2023-02-20,162.47168282283317,2023-02-01
138,2023-07-12,Eletrônicos,Sudeste,120.32860488398,60.30196331401056,7.4324709176595505,12,2023-07-24,52.5941706523099,2023-07-01
139,2023-03-07,Beleza,Norte,729.056248080451,292.13322825801635,96.79618428946787,11,2023-03-18,340.1268355329668,2023-03-01
140,2023-11-08,Esportes,Sudeste,241.00958060007542,156.0555823983371,20.373905676883037,10,2023-11-18,64.58009252485529,2023-11-01
141,2023-06-01,Eletrônicos,Nordeste,1474.1604230017401,874.2578816286037,161.838143161679,4,2023-06-05,438.0643982114574,2023-06-01
142,2023-04-08,Beleza,Sudeste,1484.8139852052554,629.0147482091812,117.04817707719135,7,2023-04-15,738.7510599188829,2023-04-01
143,2023-01-25,Móveis,Centro-Oeste,1317.0351925538853,679.9734124532469,126.2137216094308,6,2023-01-31,510.8480584912076,2023-01-01
144,2023-12-14,Beleza,Nordeste,1777.0407273317687,780.5964159796704,182.83077439009,4,2023-12-18,813.6135369620083,2023-12-01
145,2023-04-17,Beleza,Nordeste,272.2511589410715,163.70630953800378,27.526603741542978,5,2023-04-22,81.01824566152473,2023-04-01
146,2023-11-13,Vestuário,Sudeste,576.3899724348448,283.6104437964795,71.461717374823,2,2023-11-15,221.31781126354232,2023-11-01
147,2023-01-14,Móveis,Sul,1774.7994188568555,1116.4481969667338,121.0644471962524,13,2023-01-27,537.2867746938692,2023-01-01
148,2023-06-11,Móveis,Nordeste,1944.4455330143683,1223.22036585496,207.14045571649424,7,2023-06-18,514.0847114429141,2023-06-01
149,2023-05-04,Esportes,Nordeste,1808.2616727449931,1223.882985764659,269.546141522608,10,2023-05-14,314.8325454577261,2023-05-01
150,2023-07-13,Eletrônicos,Sudeste,1407.6556501328014,755.4622879141036,175.21736167047047,15,2023-07-28,476.97600054822726,2023-07-01
151,2023-04-05,Eletrônicos,Sul,1865.3959940886125,771.8765544368828,240.76222037096406,7,2023-04-12,852.7572192807656,2023-04-01
152,2023-02-01,Beleza,Nordeste,1508.865188213531,902.6016623926081,108.53890501730305,6,2023-02-07,497.7246208036198,2023-02-01
153,2023-07-04,Móveis,Sudeste,265.57732733199373,147.3935118574866,34.08741143666321,6,2023-07-10,84.09640403784391,2023-07-01
154,2023-10-11,Eletrônicos,Nordeste,1099.8233922873624,509.5333794328971,74.98453549609944,4,2023-10-15,515.3054773583658,2023-10-01
155,2023-04-28,Eletrônicos,Nordeste,712.4917005305178,341.2946040446738,76.06475357377728,6,2023-05-04,295.13234291206675,2023-04-01
156,2023-02-06,Vestuário,Sul,1463.9630189863965,598.9980863465001,131.1457663192515,5,2023-02-11,733.8191663206449,2023-02-01
157,2023-05-18,Beleza,Sudeste,715.0605960632674,395.8588438104053,76.02834757321307,13,2023-05-31,243.17340467964908,2023-05-01
158,2023-09-18,Esportes,Sudeste,1513.8677204377018,895.2148410568044,157.59635622630617,7,2023-09-25,461.0565231545912,2023-09-01
159,2023-02-04,Eletrônicos,Sudeste,685.5740751256235,366.4987184539408,85.77353645028052,7,2023-02-11,233.30182022140218,2023-02-01
160,2023-03-19,Esportes,Sudeste,611.5851752343588,315.75360720335186,49.35676158815753,4,2023-03-23,246.47480644284937,2023-03-01
161,2023-01-14,Eletrônicos,Sul,607.9715929576196,265.042338277215,71.0105249031137,14,2023-01-28,271.9187297772909,2023-01-01
162,2023-06-05,Eletrônicos,Norte,450.68031295668334,311.2841364955744,39.20830715551969,10,2023-06-15,100.18786930558926,2023-06-01
163,2023-04-07,Móveis,Sul,611.0855827922933,250.92308629273208,78.36975189249738,9,2023-04-16,281.7927446070638,2023-04-01
164,2023-08-17,Vestuário,Norte,567.4370261258446,296.5478150845455,71.35586283091425,12,2023-08-29,199.53334821038482,2023-08-01
165,2023-07-01,Eletrônicos,Sudeste,373.4741909429431,259.5283583355073,30.93546764881719,7,2023-07-08,83.01036495861862,2023-07-01
166,2023-05-07,Móveis,Sul,370.5020831897855,242.17445749245036,47.07963144117305,8,2023-05-15,81.24799425616207,2023-05-01
167,2023-10-14,Esportes,Centro-Oeste,609.2161623528227,260.62587443980345,85.18227922323042,2,2023-10-16,263.40800868978886,2023-10-01
168,2023-02-12,Vestuário,Centro-Oeste,1047.9687504470348,501.49065868436986,133.41674381198695,10,2023-02-22,413.06134795067794,2023-02-01
169,2023-06-29,Vestuário,Sudeste,771.3651858619414,449.3241181873506,43.99270398068015,3,2023-07-02,278.0483636939107,2023-06-01
170,2023-12-03,Eletrônicos,Sudeste,1886.01208726177,981.978074845591,214.37487331480648,12,2023-12-15,689.6591391013725,2023-12-01
171,2023-01-27,Móveis,Sudeste,1174.7113820514642,517.0179456326524,172.22157616978126,6,2023-02-02,485.4718602490305,2023-01-01
172,2023-01-30,Beleza,Nordeste,1097.405048343353,739.535703654294,150.7288233630734,10,2023-02-09,207.14052132598556,2023-01-01
173,2023-06-29,Eletrônicos,Nordeste,1468.8668704708107,999.2067611726915,142.07754643680232,6,2023-07-05,327.5825628613169,2023-06-01
174,2023-12-22,Esportes,Sudeste,667.9483490181156,321.0711074305928,82.1470333267469,9,2023-12-31,264.73020826077584,2023-12-01
175,2023-07-31,Vestuário,Sul,1670.3266619122587,687.4675872354835,180.73283669266596,4,2023-08-04,802.1262379841093,2023-07-01
176,2023-03-16,Esportes,Sudeste,1339.2844202113338,778.3515449071006,118.7779178399157,3,2023-03-19,442.15495746431753,2023-03-01
177,2023-07-20,Vestuário,Sul,462.6558499294333,211.03275592125533,45.1927318968695,6,2023-07-26,206.43036211130848,2023-07-01
178,2023-03-03,Eletrônicos,Sul,728.7369023892097,452.3709884636381,102.15104072535595,11,2023-03-14,174.21487320021564,2023-03-01
179,2023-09-26,Beleza,Sudeste,1058.0902087618597,458.60137690788747,74.02395690239624,10,2023-10-06,525.464874951576,2023-09-01
180,2023-05-04,Móveis,Nordeste,1816.8644835590385,1148.7847457835828,154.618580452266,4,2023-05-08,513.4611573231897,2023-05-01
181,2023-03-04,Beleza,Sudeste,1980.9808296035044,1101.455602493739,162.52627799216535,4,2023-03-08,716.9989491176001,2023-03-01
182,2023-02-18,Esportes,Sudeste,619.8262330959551,263.74183660426013,68.9276372113489,3,2023-02-21,287.1567592803461,2023-02-01
183,2023-03-02,Eletrônicos,Sudeste,678.0719571164809,334.6514387042779,97.32346983986922,8,2023-03-10,246.0970485723338,2023-03-01
184,2023-04-26,Vestuário,Sudeste,1276.751189690549,614.8401946983353,120.19054228352587,3,2023-04-29,541.7204527086878,2023-04-01
185,2023-09-14,Móveis,Nordeste,1552.4368103244342,1082.729278566665,229.90945697600858,6,2023-09-20,239.7980747817606,2023-09-01
186,2023-01-28,Vestuário,Centro-Oeste,496.9952554558404,252.3738116000269,29.14671502312467,11,2023-02-08,215.4747288326888,2023-01-01
187,2023-01-02,Móveis,Sul,522.8376358631067,287.2861146772837,33.73942306033805,7,2023-01-09,201.81209812548494,2023-01-01
188,2023-06-08,Vestuário,Norte,305.0699701299891,208.0946635088767,34.231236277606335,15,2023-06-23,62.74407034350606,2023-06-01
189,2023-05-16,Esportes,Sudeste,1720.4587073996663,1157.1043208761516,195.92556229575334,2,2023-05-18,367.4288242277613,2023-05-01
190,2023-05-07,Beleza,Sul,245.24314183508977,151.32584014202368,13.716875251434331,2,2023-05-09,80.20042644163176,2023-05-01
191,2023-07-27,Eletrônicos,Nordeste,1429.2368431109935,912.191423667139,113.6839855172665,7,2023-08-03,403.361433926588,2023-07-01
192,2023-09-16,Vestuário,Sudeste,1111.6257016547024,533.6525679664044,153.93659981698764,3,2023-09-19,424.03653387131044,2023-09-01
193,2023-08-17,Beleza,Nordeste,399.5465623214841,250.14118789432624,41.39230840078747,7,2023-08-24,108.01306602637038,2023-08-01
194,2023-09-26,Móveis,Sul,428.4078258671798,241.0136227798976,50.93073958361807,8,2023-10-04,136.46346350366412,2023-09-01
195,2023-01-12,Esportes,Sul,1702.358912024647,1036.9227581796151,193.43598189870218,9,2023-01-21,472.0001719463297,2023-01-01
196,2023-07-12,Esportes,Nordeste,1363.4232118027285,789.8143171020239,152.0320285919251,10,2023-07-22,421.5768661087795,2023-07-01
197,2023-06-07,Vestuário,Sul,1746.2306389235891,1016.9426703284748,140.11701514108714,8,2023-06-15,589.1709534540272,2023-06-01
198,2023-02-20,Móveis,Sudeste,1270.2986541204154,609.4734944150003,117.26236513295295,11,2023-03-03,543.5627945724622,2023-02-01
199,2023-12-17,Eletrônicos,Norte,1632.0894572883844,769.2783279443045,181.66121725432973,5,2023-12-22,681.1499120897503,2023-12-01
200,2023-06-14,Móveis,Sudeste,1871.6907305526547,1095.5448269704902,138.97685867010736,5,2023-06-19,637.1690449120571,2023-06-01
201,2023-02-16,Eletrônicos,Nordeste,55.49782192101702,28.28917047207305,8.060223809353664,5,2023-02-21,19.14842763959031,2023-02-01
